file name,word,color,word,color,word,color,word,color,word,color,word,color,word,color,word,color,word,color,word,color,word,color,word,color,word,color,word,color,word,color,word,color,word,color,word,color,word,color,word,color,word,color,word,color,word,color,word,color,word,color
./stroop_ds/figs/color_nbyn_1712627635.png,gray,white,black,green,brown,green,pink,pink,pink,pink,black,white,blue,red,purple,black,orange,gray,black,brown,white,gray,brown,red,purple,gray,red,black,green,purple,green,pink,purple,red,orange,black,red,yellow,gray,pink,white,red,red,blue,gray,black,gray,green,yellow,green
./stroop_ds/figs/color_nbyn_1712627636.png,purple,blue,pink,orange,pink,yellow,gray,black,red,green,black,black,white,pink,red,gray,purple,pink,white,orange,red,orange,brown,blue,blue,white,yellow,gray,red,white,blue,orange,green,pink,orange,gray,black,red,brown,purple,purple,purple,black,orange,green,red,white,gray,yellow,white
./stroop_ds/figs/color_nbyn_1712627636.png,gray,black,blue,purple,gray,gray,green,blue,yellow,yellow,green,blue,purple,white,gray,pink,green,black,gray,purple,brown,orange,blue,gray,gray,green,gray,orange,red,orange,blue,yellow,brown,yellow,green,brown,brown,green,pink,pink,brown,blue,green,purple,brown,blue,red,blue,red,white
./stroop_ds/figs/color_nbyn_1712627637.png,white,red,orange,orange,purple,green,white,gray,purple,green,pink,white,white,red,purple,red,green,black,brown,white,yellow,green,yellow,blue,gray,blue,brown,green,brown,orange,white,purple,orange,red,purple,white,brown,red,gray,black,gray,red,red,orange,black,green,red,red,purple,blue
./stroop_ds/figs/color_nbyn_1712627637.png,white,purple,black,brown,green,gray,black,orange,gray,orange,red,blue,purple,pink,purple,gray,brown,orange,pink,black,brown,green,brown,white,white,black,blue,white,black,gray,green,pink,white,pink,blue,black,orange,blue,white,white,purple,orange,green,purple,gray,black,purple,black,gray,yellow
./stroop_ds/figs/color_nbyn_1712627638.png,black,yellow,gray,brown,pink,black,brown,pink,pink,orange,yellow,red,blue,white,white,red,gray,green,pink,orange,white,brown,black,red,green,purple,black,orange,purple,black,blue,green,orange,gray,white,yellow,orange,red,orange,blue,orange,pink,purple,yellow,red,blue,purple,green,white,yellow
./stroop_ds/figs/color_nbyn_1712627638.png,green,brown,green,yellow,yellow,blue,purple,green,black,brown,yellow,pink,gray,brown,brown,white,gray,purple,purple,red,orange,green,pink,brown,black,black,purple,black,green,red,black,purple,yellow,blue,green,orange,white,blue,black,black,brown,pink,gray,purple,orange,purple,blue,blue,brown,red
./stroop_ds/figs/color_nbyn_1712627639.png,green,red,yellow,white,red,blue,purple,black,blue,red,brown,black,gray,blue,yellow,brown,orange,red,yellow,white,green,purple,purple,blue,gray,green,blue,yellow,orange,black,black,yellow,red,gray,green,red,brown,purple,gray,blue,white,pink,gray,purple,white,green,yellow,orange,gray,gray
./stroop_ds/figs/color_nbyn_1712627639.png,gray,purple,green,pink,brown,green,pink,orange,green,brown,white,brown,pink,green,green,brown,brown,gray,yellow,brown,blue,green,pink,brown,pink,pink,red,orange,red,yellow,red,red,purple,brown,gray,pink,red,gray,red,purple,brown,orange,purple,gray,red,red,red,pink,green,blue
./stroop_ds/figs/color_nbyn_1712627640.png,white,purple,red,red,blue,gray,green,orange,green,yellow,white,red,purple,pink,green,purple,orange,orange,brown,black,purple,black,green,brown,black,green,yellow,green,yellow,red,brown,green,white,pink,pink,brown,gray,yellow,blue,black,pink,brown,gray,brown,red,blue,white,gray,black,blue
./stroop_ds/figs/color_nbyn_1712627640.png,yellow,purple,brown,gray,blue,blue,white,red,yellow,white,red,pink,orange,pink,yellow,yellow,gray,yellow,pink,gray,brown,purple,black,blue,brown,yellow,white,green,pink,orange,pink,gray,black,black,green,brown,white,blue,white,green,blue,orange,purple,black,red,black,orange,pink,red,pink
./stroop_ds/figs/color_nbyn_1712627641.png,white,white,pink,purple,gray,orange,blue,yellow,yellow,blue,red,black,purple,orange,white,green,blue,white,gray,purple,gray,orange,purple,red,purple,white,orange,white,yellow,red,purple,orange,gray,pink,pink,brown,pink,white,gray,orange,green,pink,white,yellow,brown,purple,purple,orange,pink,black
./stroop_ds/figs/color_nbyn_1712627642.png,gray,red,purple,yellow,orange,green,black,white,green,orange,white,yellow,blue,green,green,pink,black,brown,black,blue,blue,gray,black,white,black,orange,black,yellow,green,orange,orange,blue,red,green,pink,pink,pink,orange,purple,black,yellow,green,purple,white,purple,yellow,orange,gray,yellow,gray
./stroop_ds/figs/color_nbyn_1712627642.png,red,white,white,green,yellow,black,pink,blue,purple,blue,blue,purple,pink,purple,black,red,white,gray,purple,blue,green,brown,white,brown,purple,brown,gray,green,yellow,pink,white,orange,red,purple,gray,green,purple,brown,purple,blue,red,brown,yellow,purple,yellow,white,orange,gray,orange,white
./stroop_ds/figs/color_nbyn_1712627643.png,brown,pink,pink,pink,pink,orange,red,purple,purple,green,purple,pink,pink,pink,black,blue,pink,orange,orange,pink,black,green,purple,orange,pink,gray,orange,gray,black,brown,red,white,pink,white,blue,blue,black,green,brown,pink,gray,black,white,blue,gray,pink,red,pink,purple,blue
./stroop_ds/figs/color_nbyn_1712627643.png,pink,purple,white,red,black,white,pink,purple,white,orange,white,pink,black,blue,gray,white,purple,white,orange,brown,brown,brown,green,purple,white,black,black,orange,brown,green,orange,orange,green,blue,red,white,pink,blue,purple,gray,green,blue,brown,white,red,purple,orange,purple,blue,blue
./stroop_ds/figs/color_nbyn_1712627643.png,yellow,orange,orange,brown,brown,pink,pink,blue,pink,green,pink,orange,gray,green,gray,green,pink,red,gray,pink,brown,black,gray,black,orange,purple,blue,blue,orange,red,purple,blue,green,gray,black,purple,gray,black,yellow,red,black,yellow,white,yellow,blue,brown,black,purple,orange,green
./stroop_ds/figs/color_nbyn_1712627644.png,green,orange,red,brown,red,blue,gray,white,blue,purple,red,yellow,gray,brown,green,brown,purple,yellow,purple,brown,black,orange,orange,green,red,orange,brown,orange,blue,yellow,blue,gray,blue,black,red,red,black,pink,orange,brown,white,gray,pink,orange,brown,pink,yellow,yellow,purple,white
./stroop_ds/figs/color_nbyn_1712627644.png,green,black,brown,orange,green,gray,yellow,black,gray,yellow,orange,yellow,brown,white,brown,white,pink,pink,pink,pink,orange,pink,green,blue,brown,orange,brown,purple,white,purple,purple,purple,blue,purple,purple,orange,gray,brown,red,green,red,blue,pink,pink,gray,gray,brown,blue,orange,white
./stroop_ds/figs/color_nbyn_1712627645.png,orange,yellow,yellow,red,orange,white,white,white,orange,pink,green,black,purple,brown,black,yellow,blue,blue,purple,purple,yellow,pink,blue,purple,red,red,white,black,gray,blue,green,yellow,gray,red,gray,white,white,red,orange,green,blue,gray,white,white,black,red,blue,pink,white,gray
./stroop_ds/figs/color_nbyn_1712627646.png,purple,green,green,purple,white,white,gray,pink,brown,white,purple,orange,purple,green,green,green,brown,red,orange,brown,red,green,purple,black,yellow,blue,green,white,green,gray,brown,brown,black,pink,orange,green,red,pink,gray,orange,black,pink,orange,black,gray,red,black,black,purple,brown
./stroop_ds/figs/color_nbyn_1712627646.png,green,gray,orange,green,gray,black,red,white,brown,yellow,orange,green,gray,white,pink,green,black,pink,red,gray,green,brown,orange,white,pink,purple,green,black,pink,black,pink,green,green,brown,blue,red,yellow,white,blue,white,orange,purple,blue,gray,purple,yellow,blue,purple,blue,white
./stroop_ds/figs/color_nbyn_1712627647.png,blue,yellow,white,white,green,red,yellow,purple,black,blue,orange,red,orange,orange,blue,white,black,purple,pink,yellow,purple,black,white,white,orange,black,orange,gray,black,orange,blue,white,pink,gray,purple,orange,blue,white,white,green,green,green,brown,black,black,black,blue,green,white,black
./stroop_ds/figs/color_nbyn_1712627647.png,green,green,green,yellow,red,pink,green,purple,red,purple,black,orange,blue,red,blue,yellow,pink,orange,purple,red,gray,red,orange,pink,red,brown,gray,green,brown,blue,blue,red,red,green,gray,brown,yellow,blue,yellow,white,yellow,red,green,black,black,green,blue,red,purple,green
./stroop_ds/figs/color_nbyn_1712627647.png,black,pink,black,blue,pink,purple,pink,white,pink,brown,gray,red,white,gray,gray,pink,blue,pink,pink,brown,gray,black,blue,gray,yellow,brown,pink,yellow,purple,yellow,purple,green,orange,orange,purple,gray,green,purple,green,orange,green,pink,orange,purple,purple,red,blue,pink,white,blue
./stroop_ds/figs/color_nbyn_1712627648.png,green,orange,pink,yellow,red,orange,orange,white,purple,orange,black,brown,orange,black,gray,blue,green,black,red,purple,yellow,pink,blue,pink,blue,purple,red,white,green,black,purple,blue,pink,brown,yellow,purple,black,red,brown,red,brown,blue,gray,green,white,red,yellow,blue,orange,pink
./stroop_ds/figs/color_nbyn_1712627648.png,brown,black,pink,brown,purple,white,yellow,blue,yellow,orange,red,yellow,brown,blue,yellow,gray,red,black,orange,orange,orange,green,purple,yellow,pink,purple,purple,white,blue,gray,brown,red,yellow,white,black,white,green,red,blue,black,gray,green,pink,black,gray,purple,green,blue,yellow,red
./stroop_ds/figs/color_nbyn_1712627649.png,pink,black,yellow,brown,blue,pink,white,white,brown,black,pink,purple,black,green,green,pink,orange,white,white,white,blue,gray,brown,gray,orange,white,black,green,green,pink,black,yellow,yellow,purple,black,purple,brown,pink,white,green,red,white,pink,green,gray,black,red,orange,pink,red
./stroop_ds/figs/color_nbyn_1712627650.png,black,orange,blue,blue,brown,white,brown,yellow,gray,blue,black,white,purple,pink,brown,yellow,black,orange,yellow,brown,pink,brown,red,yellow,yellow,pink,pink,red,brown,black,white,orange,pink,orange,blue,green,green,black,green,purple,pink,brown,white,pink,brown,black,black,yellow,orange,red
./stroop_ds/figs/color_nbyn_1712627650.png,orange,pink,purple,brown,black,white,brown,white,purple,green,orange,purple,red,purple,purple,purple,brown,orange,white,white,gray,orange,gray,green,white,orange,red,black,gray,green,black,white,orange,pink,purple,white,brown,yellow,red,gray,green,gray,gray,black,yellow,pink,white,pink,white,blue
./stroop_ds/figs/color_nbyn_1712627651.png,yellow,pink,gray,blue,white,black,purple,purple,red,yellow,gray,yellow,green,white,pink,gray,blue,blue,orange,purple,orange,pink,orange,yellow,green,purple,red,purple,brown,black,green,brown,black,black,yellow,black,red,orange,white,gray,black,orange,gray,brown,pink,yellow,white,brown,orange,white
./stroop_ds/figs/color_nbyn_1712627651.png,gray,yellow,black,green,pink,black,purple,orange,green,brown,brown,black,purple,blue,green,orange,green,red,orange,gray,red,blue,pink,orange,green,green,yellow,purple,black,black,pink,pink,pink,orange,orange,white,purple,gray,black,white,pink,brown,orange,purple,gray,pink,brown,black,orange,red
./stroop_ds/figs/color_nbyn_1712627652.png,white,purple,yellow,blue,purple,brown,green,brown,pink,gray,pink,blue,yellow,gray,gray,pink,brown,yellow,green,black,pink,gray,orange,orange,brown,blue,white,orange,black,black,pink,pink,black,gray,pink,purple,white,yellow,red,gray,brown,red,pink,red,white,black,gray,white,brown,gray
./stroop_ds/figs/color_nbyn_1712627652.png,brown,white,brown,blue,purple,orange,blue,yellow,yellow,blue,white,pink,orange,yellow,yellow,white,blue,yellow,brown,green,purple,brown,purple,purple,black,black,purple,white,white,orange,blue,green,purple,orange,black,pink,blue,brown,brown,blue,brown,white,brown,yellow,yellow,blue,white,pink,red,pink
./stroop_ds/figs/color_nbyn_1712627652.png,yellow,gray,black,red,pink,white,purple,yellow,gray,pink,black,green,pink,green,pink,red,purple,orange,pink,white,green,yellow,green,brown,purple,purple,brown,purple,gray,brown,pink,orange,black,red,blue,yellow,green,black,purple,pink,pink,white,blue,yellow,green,green,green,blue,brown,yellow
./stroop_ds/figs/color_nbyn_1712627653.png,brown,blue,white,purple,yellow,red,pink,white,blue,blue,gray,black,brown,black,white,white,blue,blue,pink,black,blue,blue,gray,green,white,brown,red,orange,orange,green,white,orange,green,green,orange,blue,white,white,brown,pink,pink,orange,pink,gray,gray,green,yellow,orange,black,yellow
./stroop_ds/figs/color_nbyn_1712627653.png,white,purple,white,blue,orange,blue,red,gray,gray,brown,purple,white,pink,black,yellow,orange,gray,black,orange,yellow,purple,brown,brown,green,red,yellow,purple,gray,pink,yellow,black,white,green,yellow,blue,orange,pink,black,red,blue,brown,black,white,green,green,black,red,gray,yellow,black
./stroop_ds/figs/color_nbyn_1712627654.png,white,orange,yellow,pink,orange,purple,black,yellow,green,gray,gray,green,gray,brown,pink,purple,red,brown,gray,purple,red,purple,pink,green,red,green,red,black,gray,red,white,purple,white,purple,green,brown,blue,gray,white,orange,blue,green,blue,gray,red,black,orange,white,orange,yellow
./stroop_ds/figs/color_nbyn_1712627655.png,black,pink,orange,pink,purple,brown,gray,orange,orange,white,orange,black,orange,pink,orange,purple,pink,purple,purple,blue,yellow,gray,white,brown,red,white,gray,brown,orange,orange,black,blue,yellow,purple,blue,blue,green,red,black,green,orange,gray,white,brown,purple,pink,pink,green,blue,blue
./stroop_ds/figs/color_nbyn_1712627655.png,orange,purple,purple,yellow,blue,pink,orange,green,red,green,green,black,black,purple,red,purple,red,red,red,white,orange,gray,white,yellow,red,gray,orange,orange,red,pink,gray,green,pink,gray,green,green,pink,white,orange,gray,pink,orange,orange,orange,black,gray,black,green,gray,green
./stroop_ds/figs/color_nbyn_1712627656.png,yellow,green,blue,brown,orange,blue,green,brown,pink,orange,purple,red,blue,orange,brown,gray,yellow,gray,gray,gray,purple,black,blue,brown,white,orange,blue,gray,gray,orange,purple,black,purple,blue,green,yellow,purple,yellow,orange,yellow,yellow,white,green,blue,yellow,orange,orange,red,purple,red
./stroop_ds/figs/color_nbyn_1712627656.png,white,orange,red,orange,blue,green,red,green,red,black,blue,white,gray,purple,purple,brown,white,red,black,white,brown,pink,brown,red,white,red,white,pink,red,green,white,white,green,orange,gray,orange,black,pink,purple,purple,yellow,orange,orange,blue,pink,yellow,yellow,pink,yellow,green
./stroop_ds/figs/color_nbyn_1712627657.png,black,pink,white,orange,orange,blue,blue,gray,gray,green,brown,red,yellow,brown,white,yellow,red,white,black,pink,orange,yellow,green,yellow,orange,pink,orange,gray,blue,red,pink,red,red,gray,brown,green,blue,yellow,gray,purple,blue,red,orange,brown,orange,gray,red,purple,blue,orange
./stroop_ds/figs/color_nbyn_1712627657.png,green,pink,brown,white,orange,black,green,purple,white,white,pink,red,orange,orange,gray,red,purple,yellow,red,gray,pink,blue,yellow,red,blue,yellow,black,gray,pink,white,purple,purple,red,yellow,pink,black,yellow,orange,white,gray,red,pink,purple,white,pink,green,brown,gray,black,white
./stroop_ds/figs/color_nbyn_1712627658.png,yellow,white,yellow,blue,purple,black,brown,orange,red,yellow,white,pink,blue,purple,gray,purple,yellow,black,red,yellow,blue,green,purple,green,white,orange,white,brown,pink,white,gray,green,blue,pink,black,brown,red,orange,brown,black,yellow,pink,yellow,black,white,gray,purple,yellow,red,pink
./stroop_ds/figs/color_nbyn_1712627658.png,pink,black,pink,blue,white,pink,purple,gray,red,gray,black,brown,green,red,red,green,brown,brown,green,green,black,orange,green,black,yellow,orange,yellow,red,black,orange,gray,white,black,yellow,red,orange,gray,gray,green,pink,orange,orange,green,pink,white,pink,white,gray,brown,gray
./stroop_ds/figs/color_nbyn_1712627658.png,pink,black,orange,yellow,red,purple,gray,pink,white,gray,pink,pink,gray,purple,red,pink,orange,blue,black,pink,green,green,yellow,yellow,pink,pink,red,yellow,gray,orange,brown,gray,yellow,green,yellow,red,purple,white,blue,yellow,brown,yellow,white,purple,gray,gray,white,green,brown,orange
./stroop_ds/figs/color_nbyn_1712627659.png,gray,red,blue,brown,brown,yellow,green,brown,red,green,green,purple,gray,pink,blue,blue,pink,gray,pink,gray,orange,brown,purple,purple,yellow,blue,green,red,yellow,yellow,gray,white,blue,green,pink,purple,orange,yellow,pink,purple,brown,orange,yellow,white,yellow,black,orange,white,orange,purple
./stroop_ds/figs/color_nbyn_1712627659.png,green,yellow,green,red,purple,red,red,green,yellow,orange,red,brown,yellow,red,green,pink,purple,orange,purple,red,red,white,brown,orange,black,black,gray,black,white,orange,red,orange,gray,gray,gray,white,red,white,green,orange,white,gray,red,brown,purple,white,red,pink,pink,gray
./stroop_ds/figs/color_nbyn_1712627660.png,orange,green,white,brown,red,orange,blue,red,yellow,purple,red,orange,green,red,yellow,red,orange,orange,white,yellow,orange,brown,white,blue,purple,black,green,orange,black,pink,yellow,black,pink,brown,pink,brown,white,blue,red,blue,yellow,blue,gray,purple,purple,red,pink,purple,gray,black
./stroop_ds/figs/color_nbyn_1712627660.png,white,white,gray,brown,pink,brown,purple,black,purple,pink,blue,white,gray,black,brown,green,pink,gray,gray,brown,red,red,white,red,red,gray,orange,pink,brown,green,orange,purple,black,brown,pink,red,green,brown,purple,orange,gray,yellow,yellow,blue,gray,purple,pink,green,brown,purple
./stroop_ds/figs/color_nbyn_1712627661.png,black,gray,white,green,pink,white,red,gray,black,purple,yellow,orange,white,black,blue,green,blue,pink,yellow,yellow,blue,orange,yellow,black,gray,white,blue,orange,red,brown,brown,blue,green,white,green,green,yellow,gray,brown,orange,yellow,pink,orange,purple,blue,blue,blue,green,gray,white
./stroop_ds/figs/color_nbyn_1712627662.png,blue,white,purple,green,blue,orange,pink,white,pink,orange,red,orange,green,purple,purple,white,gray,blue,blue,blue,pink,purple,green,green,white,black,black,blue,brown,orange,black,brown,green,pink,yellow,yellow,gray,yellow,black,yellow,purple,black,orange,white,red,green,black,blue,white,brown
./stroop_ds/figs/color_nbyn_1712627662.png,white,green,orange,purple,white,yellow,black,brown,green,brown,blue,red,black,purple,brown,blue,green,brown,gray,purple,gray,yellow,red,blue,red,gray,green,gray,yellow,brown,green,white,brown,gray,yellow,brown,blue,orange,brown,white,white,pink,pink,pink,gray,white,green,blue,purple,green
./stroop_ds/figs/color_nbyn_1712627663.png,green,black,green,green,yellow,green,gray,purple,white,gray,gray,yellow,white,pink,pink,yellow,red,purple,yellow,pink,pink,purple,yellow,blue,purple,black,blue,green,orange,blue,black,yellow,orange,yellow,yellow,orange,gray,blue,purple,white,white,brown,green,yellow,blue,green,blue,white,gray,yellow
./stroop_ds/figs/color_nbyn_1712627663.png,red,gray,red,white,white,purple,orange,white,yellow,pink,gray,purple,green,white,purple,black,green,purple,pink,pink,brown,brown,orange,pink,red,blue,yellow,brown,yellow,blue,orange,pink,pink,red,orange,white,gray,gray,green,blue,gray,white,pink,brown,pink,brown,red,brown,white,pink
./stroop_ds/figs/color_nbyn_1712627664.png,green,yellow,black,brown,blue,red,purple,purple,red,yellow,red,green,white,gray,green,yellow,white,white,orange,red,pink,black,black,orange,green,brown,white,brown,orange,green,red,blue,black,pink,brown,blue,orange,pink,orange,black,orange,yellow,pink,white,yellow,blue,green,blue,white,red
./stroop_ds/figs/color_nbyn_1712627664.png,yellow,gray,brown,orange,purple,green,gray,blue,brown,black,orange,white,pink,purple,purple,gray,black,black,blue,pink,red,gray,purple,pink,brown,red,brown,brown,black,green,white,red,orange,yellow,pink,black,orange,green,green,brown,brown,gray,red,yellow,black,black,brown,yellow,pink,yellow
./stroop_ds/figs/color_nbyn_1712627665.png,purple,red,yellow,pink,white,gray,yellow,yellow,orange,green,green,gray,pink,purple,brown,blue,blue,white,gray,black,blue,pink,green,red,gray,brown,blue,white,green,white,pink,red,gray,green,gray,black,pink,pink,brown,red,green,brown,white,orange,purple,yellow,black,gray,yellow,gray
./stroop_ds/figs/color_nbyn_1712627665.png,yellow,green,orange,pink,brown,pink,purple,green,brown,green,brown,black,red,gray,gray,brown,blue,brown,green,pink,orange,blue,red,gray,black,green,white,orange,pink,orange,purple,gray,white,yellow,orange,orange,brown,red,blue,orange,yellow,white,purple,orange,black,gray,yellow,red,purple,orange
./stroop_ds/figs/color_nbyn_1712627665.png,orange,purple,yellow,black,green,white,yellow,red,purple,black,red,blue,brown,purple,pink,brown,brown,orange,gray,yellow,green,green,green,yellow,orange,green,white,red,purple,black,gray,orange,orange,pink,pink,white,purple,gray,gray,white,orange,orange,gray,orange,yellow,black,purple,yellow,green,black
./stroop_ds/figs/color_nbyn_1712627666.png,green,orange,yellow,gray,blue,red,white,brown,pink,orange,white,red,red,orange,brown,orange,red,red,purple,orange,orange,yellow,black,white,pink,gray,purple,red,black,red,orange,purple,white,white,pink,white,blue,red,green,blue,yellow,yellow,brown,yellow,red,red,orange,yellow,yellow,green
./stroop_ds/figs/color_nbyn_1712627666.png,brown,yellow,purple,blue,black,yellow,white,red,white,red,yellow,pink,purple,brown,black,blue,black,brown,yellow,red,yellow,red,brown,green,brown,purple,purple,black,black,black,brown,yellow,green,brown,black,red,orange,blue,purple,white,purple,red,gray,gray,pink,red,green,brown,orange,pink
./stroop_ds/figs/color_nbyn_1712627667.png,orange,yellow,white,gray,orange,gray,green,yellow,green,green,yellow,purple,white,black,black,yellow,black,blue,white,yellow,purple,blue,brown,purple,white,green,gray,black,black,yellow,purple,yellow,green,gray,white,yellow,yellow,brown,orange,yellow,orange,white,red,green,orange,pink,green,green,brown,blue
./stroop_ds/figs/color_nbyn_1712627667.png,purple,gray,green,black,gray,purple,yellow,yellow,blue,black,blue,yellow,blue,blue,gray,blue,brown,gray,yellow,orange,white,pink,black,green,red,pink,black,purple,brown,green,black,purple,gray,red,white,black,black,purple,white,black,green,brown,gray,blue,green,blue,blue,orange,purple,purple
./stroop_ds/figs/color_nbyn_1712627668.png,yellow,gray,pink,white,orange,white,green,blue,blue,orange,white,purple,white,gray,green,pink,pink,orange,purple,green,green,gray,blue,gray,pink,orange,green,black,red,green,blue,green,gray,gray,gray,pink,orange,black,pink,yellow,gray,white,orange,brown,orange,white,red,red,purple,black
./stroop_ds/figs/color_nbyn_1712627668.png,white,pink,orange,green,pink,pink,red,yellow,gray,white,yellow,gray,blue,blue,red,pink,brown,yellow,yellow,pink,red,purple,purple,purple,green,yellow,gray,red,orange,black,red,blue,blue,pink,pink,brown,pink,green,orange,pink,yellow,blue,purple,purple,white,black,gray,purple,red,green
./stroop_ds/figs/color_nbyn_1712627670.png,orange,red,gray,black,purple,red,black,pink,purple,orange,black,yellow,blue,yellow,pink,gray,white,purple,green,purple,pink,purple,white,yellow,brown,blue,white,blue,red,gray,green,gray,red,black,purple,red,purple,yellow,orange,green,green,green,white,pink,brown,white,pink,orange,black,purple
./stroop_ds/figs/color_nbyn_1712627670.png,white,black,pink,green,brown,gray,pink,green,black,purple,orange,yellow,yellow,yellow,purple,red,orange,orange,purple,black,gray,white,brown,purple,red,white,orange,blue,blue,yellow,white,gray,pink,red,white,black,black,green,purple,yellow,pink,green,gray,gray,green,pink,red,green,brown,yellow
./stroop_ds/figs/color_nbyn_1712627671.png,blue,white,blue,white,purple,pink,gray,green,orange,white,gray,orange,orange,red,red,orange,yellow,brown,red,blue,black,red,black,white,blue,red,red,white,brown,purple,white,orange,black,red,red,black,yellow,green,pink,yellow,green,red,blue,gray,orange,purple,orange,gray,white,pink
./stroop_ds/figs/color_nbyn_1712627671.png,gray,orange,red,gray,black,gray,yellow,yellow,white,purple,gray,brown,purple,purple,black,pink,yellow,black,white,orange,green,pink,brown,green,blue,pink,gray,white,white,pink,brown,red,blue,gray,gray,orange,green,white,white,yellow,brown,red,orange,gray,green,red,red,gray,black,blue
./stroop_ds/figs/color_nbyn_1712627671.png,black,green,red,purple,pink,purple,green,white,purple,brown,blue,pink,orange,brown,blue,orange,purple,yellow,brown,pink,red,blue,orange,pink,black,green,green,green,purple,red,brown,orange,yellow,purple,gray,yellow,purple,pink,green,blue,white,white,orange,black,yellow,purple,white,blue,brown,yellow
./stroop_ds/figs/color_nbyn_1712627672.png,yellow,black,brown,green,orange,purple,blue,gray,green,red,gray,brown,gray,brown,gray,red,white,blue,brown,black,orange,blue,pink,purple,black,blue,orange,gray,yellow,purple,brown,purple,green,blue,black,gray,purple,blue,pink,gray,green,white,white,pink,yellow,orange,red,white,purple,green
./stroop_ds/figs/color_nbyn_1712627672.png,brown,black,pink,blue,gray,green,brown,purple,yellow,pink,orange,red,brown,green,brown,black,purple,gray,white,pink,orange,blue,gray,brown,black,blue,blue,red,green,gray,orange,orange,purple,brown,purple,brown,brown,black,white,green,black,white,white,blue,yellow,red,green,yellow,green,white
